"MMS_COMPANY_NUM","MMS_START_DATE","BUS_ASC_NAME","SORT_NAME","MMS_TERM_DATE","PAC_REGION_CODE","GOM_REGION_CODE","ALASKA_RGN_CODE","ATL_REGION_CODE","DUNS_NUMBER","TERM_ACTN_EFF_DT","TERMINATION_CODE","DIVISION_NAME","LINE_1_ADDRESS","LINE_2_ADDRESS","CITY_NAME","POSTAL_ST_CODE","ZIP_CODE","COUNTRY_NAME","SEARCH_NAME"
"02099",8/5/1996,"Arthur J. Pasmas (individual)","PASMAS, ARTHUR J",,"","G","","","",,"","","5310 Longmont Drive","Suite 400","Houston","TX","77056-2339","","Arthur J. Pasmas (individual)"
"02251",1/12/1998,"J. C. Walter, Jr., Ltd.","J C WALTER JR LTD",,"","G","","","",,"","","1100 Louisiana","Suite 200","Houston","TX","77002","","J. C. Walter, Jr., Ltd."
"02260",2/19/1998,"Carrizo Oil & Gas, Inc.","CARRIZO OIL & GAS INC",,"","G","","","",,"","","1000 Louisiana","Suite 1500","Houston","TX","77002","","Carrizo Oil & Gas, Inc."
"02269",3/10/1998,"Bois d'Arc Oil & Gas Company LLC","BOIS D'ARC OIL & GAS COMPANY LLC",,"","G","","","",,"","","13105 North West Freeway","Suite 520","Houston","TX","77040","","Bois dArc Oil & Gas Company LLC"
"01976",4/2/1998,"TECO Oil & Gas, Inc.","TECO OIL & GAS INC",,"","G","","","",,"","","702 North Franklin Street","","Tampa","FL","33602","","TECO Oil & Gas, Inc."
"02276",5/11/1998,"Texas Petroleum Investment Company","TEXAS PETROLEUM INVESTMENT COMPANY",,"","G","","","",,"","","5850 San Felipe","Suite 250","Houston","TX","77057","","Texas Petroleum Investment Company"
"02284",6/22/1998,"EASTCAM97, LLC","EASTCAM97 LLC",,"","G","","","",,"","","1801 Broadway","Suite 1250","Denver","CO","80202","","EASTCAM97, LLC"
"02293",7/13/1998,"Nelson Bunker Hunt Trust Estate - Trust A","NELSON BUNKER HUNT TRUST ESTATE - TRUST A",,"","G","","","",,"","","1025 Fort Worth Club Building","306 West 7th Street","Fort Worth","TX","76102","","Nelson Bunker Hunt Trust Estate - Trust A"
"02295",8/7/1998,"Exxon Asset Management Company","EXXON ASSET MANAGEMENT COMPANY",,"","G","","","",,"","","Post Office Box 4778","","Houston","TX","77210-4778","","Exxon Asset Management Company"
"02305",9/8/1998,"Ardeel Oil & Gas, Inc.","ARDEEL OIL & GAS INC",,"","G","","","",,"","","99 Brookgreen Circle","","Montgomery","TX","77356","","Ardeel Oil & Gas, Inc."
"01758",9/16/1998,"J. Ray McDermott Technology, Inc.","J RAY MCDERMOTT TECHNOLOGY INC",,"","G","","","",,"","","5718 Westheimer","Suite 470","Houston","TX","77057","","J. Ray McDermott Technology, Inc."
"02137",2/5/1999,"Energen Resources Corporation","ENERGEN RESOURCES CORPORATION",,"","G","","","",,"","","605 Richard Arrington Jr. Blvd. Nor","","Birmingham","AL","35203-2707","","Energen Resources Corporation"
"02355",3/24/1999,"TransTexas Gas Corporation","TRANSTEXAS GAS CORPORATION",,"","G","","","",,"","","1300 North Sam Houston Parkway East","Suite 310","Houston","TX","77032-2949","","TransTexas Gas Corporation"
"02357",4/9/1999,"Inter-Continental Energy, Inc.","INTER-CONTINENTAL ENERGY INC",,"","G","","","",,"","","200 River Pointe Drive","Suite 200","Conroe","TX","77304","","Inter-Continental Energy, Inc."
"02359",10/28/1998,"CIMA ENERGY, L.L.C.","CIMA ENERGY LLC",,"","G","","","",,"","","1111 Fannin","Suite 1490","Houston","TX","77002","","CIMA ENERGY, L.L.C."
"02362",4/21/1999,"Coastal Field Services Company","COASTAL FIELD SERVICES COMPANY",,"","G","","","",,"","","Coastal Tower","Nine Greenway Plaza","Houston","TX","77046-0995","","Coastal Field Services Company"
"02161",12/28/1998,"TransAtlantic Petroleum (USA) Corp.","TRANSATLANTIC PETROLEUM (USA) CORP",,"","G","","","",,"","","1900 West Loop South","Suite 900","Houston","TX","77027","","TransAtlantic Petroleum (USA) Corp."
"02383",7/23/1999,"Millennium Offshore Group, Inc.","MILLENNIUM OFFSHORE GROUP INC",,"","G","","","",,"","","5300 Memorial","Suite 1070","Houston","TX","77007","","Millennium Offshore Group, Inc."
"02399",10/27/1999,"Buccaneer Gas Pipeline Company, L.L.C.","BUCCANEER GAS PIPELINE COMPANY LLC",,"","G","","","",,"","","Post Office Box 1396","","Houston","TX","77251-1396","","Buccaneer Gas Pipeline Company, L.L.C."
"02403",10/19/1999,"Eugene Island 309, L.L.C.","EUGENE ISLAND 309 LLC",,"","G","","","",,"","","1100 Poydras Street","Suite 2620","New Orleans","LA","70163","","Eugene Island 309, L.L.C."
"01937",11/19/1999,"American Resources Offshore, Inc.","AMERICAN RESOURCES OFFSHORE INC",,"","G","","","",,"","","801 Travis","Suite 2100","Houston","TX","77002","","American Resources Offshore, Inc."
"02433",3/23/2000,"Sunset Services L.L.C.","SUNSET SERVICES LLC",,"","G","","","",,"","","1221 Lamar","Suite 1600","Houston","TX","77010","","Sunset Services L.L.C."
"02457",7/20/2000,"Pacific Oil, Inc.","PACIFIC OIL INC",,"P","","","","",,"","","4444 East 66th Street","Suite 201","Tulsa","OK","74136-4206","","Pacific Oil, Inc."
"00320",11/7/2000,"ATOFINA Petrochemicals, Inc.","ATOFINA PETROCHEMICALS INC",,"P","G","Y","","",,"","","One Memorial City Plaza","800 Gessner Street, Suite 700","Houston","TX","77024","","ATOFINA Petrochemicals, Inc."
"01852",11/16/2000,"El Paso Energy Texas Gathering Company","EL PASO ENERGY TEXAS GATHERING COMPANY",,"","G","","","",,"","","Post Office Box 4792","","Houston","TX","77210-4792","","El Paso Energy Texas Gathering Company"
"02360",12/4/2000,"EEX E&P Company, L.P.","EEX E&P COMPANY LP",,"","G","","","",,"","","One Oak Park, Suite","1020 N.E. Loop 410","San Antonio","TX","78209-1218","","EEX E&P Company, L.P."
"02485",12/18/2000,"PetroQuest Oil & Gas, L.L.C.","PETROQUEST OIL & GAS LLC",,"","G","","","",,"","","400 East Kaliste Saloom Road","Suite 6000","Lafayette","LA","70508","","PetroQuest Oil & Gas, L.L.C."
"02486",12/20/2000,"Osprey Petroleum Company, Inc.","OSPREY PETROLEUM COMPANY INC",,"","G","","","",,"","","15995 North Barkers Landing","Suite 350","Houston","TX","77079-2493","","Osprey Petroleum Company, Inc."
"01628",1/3/2001,"Southeast Offshore, Inc.","SOUTHEAST OFFSHORE INC",,"","G","","","",,"","","530 Oak Court Drive","Suite 325","Memphis","TN","38124","","Southeast Offshore, Inc."
"02496",1/30/2001,"Teikoku Oil (Gulf of Mexico) Co., Ltd.","TEIKOKU OIL (GULF OF MEXICO) CO LTD",,"","G","","","",,"","","2800 Post Oak Boulevard","Suite 5200","Houston","TX","77056","","Teikoku Oil (Gulf of Mexico) Co., Ltd."
"02495",1/26/2001,"RSEC II, LLC","RSEC II LLC",,"","G","","","",,"","","1200 17th Street","Suite 2350","Denver","CO","80202","","RSEC II, LLC"
"02508",3/26/2001,"Broussard Brothers, Inc.","BROUSSARD BROTHERS INC",,"","G","","","",,"","","25817 LA Highway 333","","Abbeville","LA","70510","","Broussard Brothers, Inc."
"02509",3/29/2001,"Farrar Oil Company","FARRAR OIL COMPANY",,"","G","","","",,"","","Post Office 747","","Mt. Vernon","IL","62864","","Farrar Oil Company"
"02154",4/18/2001,"Venice Energy Services Company, L.L.C.","VENICE ENERGY SERVICES COMPANY LLC",,"","G","","","",,"","","1000 Louisiana","Suite 4300","Houston","TX","77002","","Venice Energy Services Company, L.L.C."
"02517",5/18/2001,"Toreador Acquisition Corporation","TOREADOR ACQUISITION CORPORATION",,"","G","","","",,"","","4809 Cole Avenue","Suite","Dallas","TX","75205","","Toreador Acquisition Corporation"
"02526",7/12/2001,"Blue Dolphin Petroleum Company","BLUE DOLPHIN PETROLEUM COMPANY",,"","G","","","",,"","","801 Travis","Suite 2100","Houston","TX","77002","","Blue Dolphin Petroleum Company"
